WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
22,Chez Panisse,Does this restaurant have its own website?,100
85,Chez Panisse,Does this restaurant have its own website?,80
15,Chez Panisse,Does this restaurant have its own website?,100
210,Chez Panisse,Does this restaurant have its own website?,100
21,Chez Panisse,Does this restaurant have its own website?,100
18,Chez Panisse,Does this restaurant have its own website?,100
13,Chez Panisse,Does this restaurant have its own website?,100
25,Chez Panisse,Does this restaurant have its own website?,100
13,Chez Panisse,Does this restaurant have its own website?,100
6,FIVE,Is this restaurant open until midnight?,-100
18,FIVE,Is this restaurant open until midnight?,-100
122,FIVE,Is this restaurant open until midnight?,-100
73,FIVE,Is this restaurant open until midnight?,-100
22,FIVE,Is this restaurant open until midnight?,80
17,FIVE,Is this restaurant open until midnight?,-100
36,FIVE,Is this restaurant open until midnight?,-100
77,FIVE,Is this restaurant open until midnight?,-100
16,FIVE,Is this restaurant open until midnight?,-100
22,FIVE,Is this restaurant open until midnight?,-100
27,FIVE,Is this restaurant open until midnight?,-100
127,FIVE,Is this restaurant open until midnight?,-100
20,FIVE,Is this restaurant open until midnight?,-100
63,FIVE,Is this restaurant open until midnight?,80
55,FIVE,Is this restaurant open until midnight?,-80
340,FIVE,Is this restaurant open until midnight?,-100
5,FIVE,Is this restaurant open until midnight?,-100
24,FIVE,Is this restaurant open until midnight?,-80
39,FIVE,Is this restaurant open until midnight?,-100
83,FIVE,Is this restaurant open until midnight?,-100
35,FIVE,Is this restaurant open until midnight?,-100
30,FIVE,Is this restaurant open until midnight?,-100
12,FIVE,Is this restaurant open until midnight?,-60
17,FIVE,Is this restaurant open until midnight?,-100
48,FIVE,Is this restaurant open until midnight?,-100
77,FIVE,Is this restaurant open until midnight?,-100
30,FIVE,Is this restaurant open until midnight?,-100
76,FIVE,Is this restaurant open until midnight?,-100
108,FIVE,Is this restaurant open until midnight?,-60
41,FIVE,Is this restaurant open until midnight?,-100
99,FIVE,Does this restaurant have a drive-through?,-100
89,FIVE,Does this restaurant have a drive-through?,-100
37,FIVE,Does this restaurant have a drive-through?,-60
318,FIVE,Does this restaurant have a drive-through?,-60
32,FIVE,Does this restaurant have a drive-through?,-100
37,FIVE,Does this restaurant have a drive-through?,-100
73,FIVE,Does this restaurant have a drive-through?,-100
113,FIVE,Does this restaurant have a drive-through?,-100
85,FIVE,Does this restaurant have a drive-through?,-60
13,FIVE,Does this restaurant have a drive-through?,-80
10,FIVE,Does this restaurant have a drive-through?,-100
100,FIVE,Does this restaurant have a drive-through?,-100
306,FIVE,Does this restaurant have a drive-through?,0
95,FIVE,Does this restaurant have a drive-through?,-100
17,FIVE,Does this restaurant have a drive-through?,0
98,FIVE,Does this restaurant have a drive-through?,-80
109,FIVE,Does this restaurant have a drive-through?,-80
35,FIVE,Does this restaurant have a drive-through?,-80
35,FIVE,Does this restaurant have a drive-through?,-80
176,FIVE,Does this restaurant have a drive-through?,80
8,FIVE,Does this restaurant have a drive-through?,-100
180,FIVE,Does this restaurant have a drive-through?,-100
44,FIVE,Does this restaurant have a drive-through?,-60
9,FIVE,Does this restaurant have a drive-through?,-100
29,FIVE,Does this restaurant have a drive-through?,-80
28,FIVE,Does this restaurant have a drive-through?,-100
7,FIVE,Does this restaurant have a drive-through?,-60
104,FIVE,Does this restaurant have a drive-through?,-100
14,FIVE,Does this restaurant have a drive-through?,-80
34,FIVE,Does this restaurant have a drive-through?,-100
23,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
15,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
16,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
25,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
205,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,100
54,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
65,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
9,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-60
52,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-60
57,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
42,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
35,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
17,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-60
5,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
28,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
25,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
43,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
76,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
40,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
83,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
90,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
40,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-80
64,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
50,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
26,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
71,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-60
26,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
48,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
102,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-60
17,Cheese Board Pizza,Would a typical meal at this restaurant cost more than $30?,-100
24,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
36,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
45,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
45,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
18,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
7,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
9,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
55,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
33,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,-80
66,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
24,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
33,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
33,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
122,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,-60
34,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
36,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
69,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
8,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
31,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
55,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
58,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,-60
33,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
27,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
8,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
80,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
57,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
8,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,80
42,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
36,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
92,Oliveto Restaurant,Does this restaurant have more than 20 items on its menu?,100
65,Cheese Board Pizza,Does this restaurant have a parking lot?,-60
158,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
40,Cheese Board Pizza,Does this restaurant have a parking lot?,0
36,Cheese Board Pizza,Does this restaurant have a parking lot?,0
27,Cheese Board Pizza,Does this restaurant have a parking lot?,0
20,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
252,Cheese Board Pizza,Does this restaurant have a parking lot?,0
118,Cheese Board Pizza,Does this restaurant have a parking lot?,-60
144,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
388,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
28,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
68,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
83,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
26,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
10,Cheese Board Pizza,Does this restaurant have a parking lot?,100
17,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
29,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
29,Cheese Board Pizza,Does this restaurant have a parking lot?,-60
40,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
52,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
75,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
16,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
98,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
11,Cheese Board Pizza,Does this restaurant have a parking lot?,80
102,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
19,Cheese Board Pizza,Does this restaurant have a parking lot?,-100
411,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
17,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
38,Cheese Board Pizza,Does this restaurant have a parking lot?,-80
61,Cheese Board Pizza,Does this restaurant have a parking lot?,80
38,Gregoire,Does this restaurant serve breakfast?,100
57,Gregoire,Does this restaurant serve breakfast?,-100
26,Gregoire,Does this restaurant serve breakfast?,100
30,Gregoire,Does this restaurant serve breakfast?,100
18,Gregoire,Does this restaurant serve breakfast?,100
16,Gregoire,Does this restaurant serve breakfast?,-80
29,Gregoire,Does this restaurant serve breakfast?,100
32,Gregoire,Does this restaurant serve breakfast?,100
36,Gregoire,Does this restaurant serve breakfast?,80
40,Gregoire,Does this restaurant serve breakfast?,100
29,Gregoire,Does this restaurant serve breakfast?,80
39,Gregoire,Does this restaurant serve breakfast?,100
54,Gregoire,Does this restaurant serve breakfast?,100
71,Gregoire,Does this restaurant serve breakfast?,-80
38,Gregoire,Does this restaurant serve breakfast?,-80
10,Gregoire,Does this restaurant serve breakfast?,100
180,Gregoire,Does this restaurant serve breakfast?,100
104,Gregoire,Does this restaurant serve breakfast?,100
41,Gregoire,Does this restaurant serve breakfast?,100
39,Gregoire,Does this restaurant serve breakfast?,100
22,Gregoire,Does this restaurant serve breakfast?,100
45,Gregoire,Does this restaurant serve breakfast?,100
19,Gregoire,Does this restaurant serve breakfast?,100
26,Gregoire,Does this restaurant serve breakfast?,100
28,Gregoire,Does this restaurant serve breakfast?,100
18,Gregoire,Does this restaurant serve breakfast?,100
23,Gregoire,Does this restaurant serve breakfast?,100
16,Gregoire,Does this restaurant serve breakfast?,100
37,Gregoire,Does this restaurant serve breakfast?,100
106,Gregoire,Does this restaurant serve breakfast?,80
75,Eureka!,Is this restaurant open until midnight?,100
42,Eureka!,Is this restaurant open until midnight?,100
48,Eureka!,Is this restaurant open until midnight?,100
17,Eureka!,Is this restaurant open until midnight?,100
25,Eureka!,Is this restaurant open until midnight?,100
61,Eureka!,Is this restaurant open until midnight?,80
95,Eureka!,Is this restaurant open until midnight?,100
51,Eureka!,Is this restaurant open until midnight?,100
67,Eureka!,Is this restaurant open until midnight?,0
64,Eureka!,Is this restaurant open until midnight?,80
53,Eureka!,Is this restaurant open until midnight?,100
28,Eureka!,Is this restaurant open until midnight?,100
29,Eureka!,Is this restaurant open until midnight?,100
34,Eureka!,Is this restaurant open until midnight?,100
38,Eureka!,Is this restaurant open until midnight?,100
39,Eureka!,Is this restaurant open until midnight?,100
15,Eureka!,Is this restaurant open until midnight?,100
11,Eureka!,Is this restaurant open until midnight?,-100
37,Eureka!,Is this restaurant open until midnight?,100
24,Eureka!,Is this restaurant open until midnight?,-80
29,Eureka!,Is this restaurant open until midnight?,100
91,Eureka!,Is this restaurant open until midnight?,100
58,Eureka!,Is this restaurant open until midnight?,100
6,Eureka!,Is this restaurant open until midnight?,0
106,Eureka!,Is this restaurant open until midnight?,100
24,Eureka!,Is this restaurant open until midnight?,100
38,Eureka!,Is this restaurant open until midnight?,100
50,Eureka!,Is this restaurant open until midnight?,100
72,Eureka!,Is this restaurant open until midnight?,100
12,Eureka!,Is this restaurant open until midnight?,-100
207,Gather,Does this restaurant have its own website?,100
27,Gather,Does this restaurant have its own website?,100
29,Gather,Does this restaurant have its own website?,100
179,Gather,Does this restaurant have its own website?,100
30,Gather,Does this restaurant have its own website?,100
33,Gather,Does this restaurant have its own website?,100
69,Gather,Does this restaurant have its own website?,100
25,Gather,Does this restaurant have its own website?,100
42,Gather,Does this restaurant have its own website?,100
29,Gather,Does this restaurant have its own website?,100
10,Gather,Does this restaurant have its own website?,80
23,Gather,Does this restaurant have its own website?,100
18,Gather,Does this restaurant have its own website?,-100
13,Gather,Does this restaurant have its own website?,100
10,Gather,Does this restaurant have its own website?,100
17,Gather,Does this restaurant have its own website?,100
17,Gather,Does this restaurant have its own website?,100
91,Gather,Does this restaurant have its own website?,100
403,Gather,Does this restaurant have its own website?,100
9,Gather,Does this restaurant have its own website?,100
26,Gather,Does this restaurant have its own website?,100
11,Gather,Does this restaurant have its own website?,100
17,Gather,Does this restaurant have its own website?,100
10,Gather,Does this restaurant have its own website?,100
31,Gather,Does this restaurant have its own website?,100
83,Gather,Does this restaurant have its own website?,100
60,Gather,Does this restaurant have its own website?,100
5,Gather,Does this restaurant have its own website?,100
17,Gather,Does this restaurant have its own website?,100
35,Gather,Does this restaurant have its own website?,100
9,FIVE,Does this restaurant have its own website?,-80
93,FIVE,Does this restaurant have its own website?,100
81,FIVE,Does this restaurant have its own website?,100
13,FIVE,Does this restaurant have its own website?,100
18,FIVE,Does this restaurant have its own website?,100
20,FIVE,Does this restaurant have its own website?,100
20,FIVE,Does this restaurant have its own website?,100
25,FIVE,Does this restaurant have its own website?,100
44,FIVE,Does this restaurant have its own website?,100
3,FIVE,Does this restaurant have its own website?,100
7,FIVE,Does this restaurant have its own website?,100
16,FIVE,Does this restaurant have its own website?,100
14,FIVE,Does this restaurant have its own website?,100
150,FIVE,Does this restaurant have its own website?,100
63,FIVE,Does this restaurant have its own website?,100
22,FIVE,Does this restaurant have its own website?,100
21,FIVE,Does this restaurant have its own website?,100
20,FIVE,Does this restaurant have its own website?,100
18,FIVE,Does this restaurant have its own website?,100
24,FIVE,Does this restaurant have its own website?,100
24,FIVE,Does this restaurant have its own website?,100
31,FIVE,Does this restaurant have its own website?,100
103,FIVE,Does this restaurant have its own website?,-80
27,FIVE,Does this restaurant have its own website?,100
16,FIVE,Does this restaurant have its own website?,-100
19,FIVE,Does this restaurant have its own website?,100
28,FIVE,Does this restaurant have its own website?,100
19,FIVE,Does this restaurant have its own website?,100
118,FIVE,Does this restaurant have its own website?,100
60,FIVE,Does this restaurant have its own website?,100
17,Oliveto Restaurant,Does this restaurant have its own website?,100
19,Oliveto Restaurant,Does this restaurant have its own website?,100
22,Oliveto Restaurant,Does this restaurant have its own website?,100
15,Oliveto Restaurant,Does this restaurant have its own website?,100
22,Oliveto Restaurant,Does this restaurant have its own website?,100
16,Oliveto Restaurant,Does this restaurant have its own website?,100
19,Oliveto Restaurant,Does this restaurant have its own website?,100
100,Oliveto Restaurant,Does this restaurant have its own website?,100
19,Oliveto Restaurant,Does this restaurant have its own website?,100
55,Oliveto Restaurant,Does this restaurant have its own website?,100
25,Oliveto Restaurant,Does this restaurant have its own website?,100
8,Oliveto Restaurant,Does this restaurant have its own website?,100
12,Oliveto Restaurant,Does this restaurant have its own website?,100
29,Oliveto Restaurant,Does this restaurant have its own website?,100
35,Oliveto Restaurant,Does this restaurant have its own website?,100
98,Oliveto Restaurant,Does this restaurant have its own website?,100
16,Oliveto Restaurant,Does this restaurant have its own website?,100
51,Oliveto Restaurant,Does this restaurant have its own website?,100
19,Oliveto Restaurant,Does this restaurant have its own website?,100
27,Oliveto Restaurant,Does this restaurant have its own website?,100
8,Oliveto Restaurant,Does this restaurant have its own website?,100
27,Oliveto Restaurant,Does this restaurant have its own website?,100
18,Oliveto Restaurant,Does this restaurant have its own website?,100
13,Oliveto Restaurant,Does this restaurant have its own website?,100
20,Oliveto Restaurant,Does this restaurant have its own website?,100
15,Oliveto Restaurant,Does this restaurant have its own website?,100
164,Oliveto Restaurant,Does this restaurant have its own website?,100
46,Oliveto Restaurant,Does this restaurant have its own website?,100
14,Oliveto Restaurant,Does this restaurant have its own website?,100
44,Oliveto Restaurant,Does this restaurant have its own website?,100
12,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
28,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
35,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-100
80,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
28,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
31,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
37,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
62,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
51,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
8,Bette's Oceanview Diner,Does this restaurant serve breakfast?,60
22,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
49,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
63,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
301,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
20,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
10,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-100
66,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-80
60,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
30,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
37,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
14,Bette's Oceanview Diner,Does this restaurant serve breakfast?,80
34,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
9,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
39,Bette's Oceanview Diner,Does this restaurant serve breakfast?,80
23,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
25,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
30,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
24,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
22,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
17,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
87,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
29,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
64,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
36,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
40,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
40,Eureka!,Would a typical meal at this restaurant cost more than $30?,80
62,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
32,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
84,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
52,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
8,Eureka!,Would a typical meal at this restaurant cost more than $30?,0
73,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
34,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
17,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
85,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
451,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
28,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
23,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
43,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
30,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
168,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
31,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
49,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
26,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
41,Eureka!,Would a typical meal at this restaurant cost more than $30?,80
55,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
89,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
42,Rivoli,Is this restaurant open until midnight?,-80
86,Rivoli,Is this restaurant open until midnight?,-80
20,Rivoli,Is this restaurant open until midnight?,-100
7,Rivoli,Is this restaurant open until midnight?,0
147,Rivoli,Is this restaurant open until midnight?,-100
29,Rivoli,Is this restaurant open until midnight?,-100
33,Rivoli,Is this restaurant open until midnight?,-100
8,Rivoli,Is this restaurant open until midnight?,-100
32,Rivoli,Is this restaurant open until midnight?,-100
47,Rivoli,Is this restaurant open until midnight?,-100
18,Rivoli,Is this restaurant open until midnight?,-100
13,Rivoli,Is this restaurant open until midnight?,-100
31,Rivoli,Is this restaurant open until midnight?,-100
14,Rivoli,Is this restaurant open until midnight?,-80
11,Rivoli,Is this restaurant open until midnight?,-100
33,Rivoli,Is this restaurant open until midnight?,-100
56,Rivoli,Is this restaurant open until midnight?,-100
166,Rivoli,Is this restaurant open until midnight?,100
22,Rivoli,Is this restaurant open until midnight?,-100
26,Rivoli,Is this restaurant open until midnight?,-80
41,Rivoli,Is this restaurant open until midnight?,-100
19,Rivoli,Is this restaurant open until midnight?,-100
29,Rivoli,Is this restaurant open until midnight?,-100
27,Rivoli,Is this restaurant open until midnight?,-100
37,Rivoli,Is this restaurant open until midnight?,-100
21,Rivoli,Is this restaurant open until midnight?,-100
32,Rivoli,Is this restaurant open until midnight?,-100
61,Rivoli,Is this restaurant open until midnight?,-100
260,Rivoli,Is this restaurant open until midnight?,100
25,Rivoli,Is this restaurant open until midnight?,-100
80,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
39,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
41,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
37,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
68,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
196,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
72,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
11,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
45,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
5,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
26,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
17,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
28,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
78,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
69,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
29,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
65,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
10,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
58,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
60,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
88,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
46,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
38,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
26,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
121,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
101,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
67,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
35,Eureka!,Does this restaurant have more than 20 items on its menu?,100
22,Eureka!,Does this restaurant have more than 20 items on its menu?,100
6,Eureka!,Does this restaurant have more than 20 items on its menu?,100
77,Eureka!,Does this restaurant have more than 20 items on its menu?,100
295,Eureka!,Does this restaurant have more than 20 items on its menu?,100
9,Eureka!,Does this restaurant have more than 20 items on its menu?,0
67,Eureka!,Does this restaurant have more than 20 items on its menu?,100
45,Eureka!,Does this restaurant have more than 20 items on its menu?,80
6,Eureka!,Does this restaurant have more than 20 items on its menu?,100
7,Eureka!,Does this restaurant have more than 20 items on its menu?,100
86,Eureka!,Does this restaurant have more than 20 items on its menu?,100
193,Eureka!,Does this restaurant have more than 20 items on its menu?,100
41,Eureka!,Does this restaurant have more than 20 items on its menu?,100
47,Eureka!,Does this restaurant have more than 20 items on its menu?,100
83,Eureka!,Does this restaurant have more than 20 items on its menu?,100
20,Eureka!,Does this restaurant have more than 20 items on its menu?,80
39,Eureka!,Does this restaurant have more than 20 items on its menu?,100
47,Eureka!,Does this restaurant have more than 20 items on its menu?,100
173,Eureka!,Does this restaurant have more than 20 items on its menu?,100
79,Eureka!,Does this restaurant have more than 20 items on its menu?,100
53,Eureka!,Does this restaurant have more than 20 items on its menu?,100
23,Eureka!,Does this restaurant have more than 20 items on its menu?,60
103,Eureka!,Does this restaurant have more than 20 items on its menu?,100
76,Eureka!,Does this restaurant have more than 20 items on its menu?,80
16,Eureka!,Does this restaurant have more than 20 items on its menu?,100
19,Eureka!,Does this restaurant have more than 20 items on its menu?,80
62,Eureka!,Does this restaurant have more than 20 items on its menu?,100
85,Eureka!,Does this restaurant have more than 20 items on its menu?,100
31,Eureka!,Does this restaurant have more than 20 items on its menu?,100
35,Eureka!,Does this restaurant have more than 20 items on its menu?,100
125,Urbann Turbann,Does this restaurant have a parking lot?,-60
18,Urbann Turbann,Does this restaurant have a parking lot?,-80
22,Urbann Turbann,Does this restaurant have a parking lot?,-60
52,Urbann Turbann,Does this restaurant have a parking lot?,-80
86,Urbann Turbann,Does this restaurant have a parking lot?,-80
20,Urbann Turbann,Does this restaurant have a parking lot?,-100
10,Urbann Turbann,Does this restaurant have a parking lot?,-60
37,Urbann Turbann,Does this restaurant have a parking lot?,-100
180,Urbann Turbann,Does this restaurant have a parking lot?,-80
57,Urbann Turbann,Does this restaurant have a parking lot?,100
175,Urbann Turbann,Does this restaurant have a parking lot?,80
55,Urbann Turbann,Does this restaurant have a parking lot?,60
33,Urbann Turbann,Does this restaurant have a parking lot?,-100
31,Urbann Turbann,Does this restaurant have a parking lot?,-60
55,Urbann Turbann,Does this restaurant have a parking lot?,80
196,Urbann Turbann,Does this restaurant have a parking lot?,-100
34,Urbann Turbann,Does this restaurant have a parking lot?,-100
112,Urbann Turbann,Does this restaurant have a parking lot?,-100
59,Urbann Turbann,Does this restaurant have a parking lot?,-60
213,Urbann Turbann,Does this restaurant have a parking lot?,100
56,Urbann Turbann,Does this restaurant have a parking lot?,-100
23,Urbann Turbann,Does this restaurant have a parking lot?,-100
91,Urbann Turbann,Does this restaurant have a parking lot?,-80
138,Urbann Turbann,Does this restaurant have a parking lot?,0
34,Urbann Turbann,Does this restaurant have a parking lot?,-80
28,Urbann Turbann,Does this restaurant have a parking lot?,-80
35,Urbann Turbann,Does this restaurant have a parking lot?,100
33,Urbann Turbann,Does this restaurant have a parking lot?,0
33,Urbann Turbann,Does this restaurant have a parking lot?,-100
