AssignmentId,WorkerId,WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
35DR22AR5DKDT3H0X5WV6SITHCK3X3,A3DA88CF3S68OM,100,Oliveto Restaurant,Does this restaurant have its own website?,100
37WLF8U1WPQ66M5BHOF4N1MBVUEK68,A2HPEX0788BPXI,19,Oliveto Restaurant,Does this restaurant have its own website?,100
386PBUZZXFXTEN20M7LUB54V601JLE,A25GWTC059MIL4,55,Oliveto Restaurant,Does this restaurant have its own website?,100
39O5D9O87TSPQ5656908SFXJGU23C7,AJMKH3WN5HAN7,25,Oliveto Restaurant,Does this restaurant have its own website?,100
3BDCF01OGXUJ9CXZ87MXLSJJJ44LY4,A2BZJAUH0XPO54,8,Oliveto Restaurant,Does this restaurant have its own website?,100
3CTOC39K37QUZ2DYIDKKS0MUBGS7JP,A2DE6UIJ87NCAU,12,Oliveto Restaurant,Does this restaurant have its own website?,100
3DR23U6WE5E9MKODHFCU0G1KV5SETS,A1069M75YWK2LI,29,Oliveto Restaurant,Does this restaurant have its own website?,100
3F1567XTNW5FZ854S02D3XPMK1A9QW,A3G84Q92VRSJAR,35,Oliveto Restaurant,Does this restaurant have its own website?,100
3FQ5JJ512LOED7B3G51LPC8XQK0NKI,A1G83V2HKV001G,98,Oliveto Restaurant,Does this restaurant have its own website?,100
3GS6S824SQX5875K5JKODN2SDRANWF,A2T52J2SNWINZP,16,Oliveto Restaurant,Does this restaurant have its own website?,100
3H7XDTSHKCRZYFOYIF7TN3TVCFLGWX,A1T6KGWNEUR9XD,51,Oliveto Restaurant,Does this restaurant have its own website?,100
3I7DHKZYGN0Z7WDJBUE2FIG6R3E5F3,A2QWM6MTB0F6IC,19,Oliveto Restaurant,Does this restaurant have its own website?,100
3IHR8NYAM71T2QYDBSRXMKOWTDEP4T,AAH8NE0TYF7J6,27,Oliveto Restaurant,Does this restaurant have its own website?,100
3KB8R4ZV1E77ACQNNOBX0PGA2E8BGH,A26AK8IVDJQ94M,8,Oliveto Restaurant,Does this restaurant have its own website?,100
3KMS4QQVK2Q2PFYMIHI8H7ZOOTHFK6,A2BC4OBPZASWDY,27,Oliveto Restaurant,Does this restaurant have its own website?,100
3KV0LJBBH2LUIT3YUOVID95BGMLRMG,A3F2GS1KMWW6CP,18,Oliveto Restaurant,Does this restaurant have its own website?,100
3LPW2N6LKT2OQEA96J911IH91QQU5O,A1QUDNLO95AKS5,13,Oliveto Restaurant,Does this restaurant have its own website?,100
3OVHNO1VE610GQJCRCQSGMKGGP3ZDQ,A1F991VPHVNIVC,20,Oliveto Restaurant,Does this restaurant have its own website?,100
3QAPZX2QN4DGBVF6QTTJE4QQ1RY02T,AIQ7OT7IH2VUR,15,Oliveto Restaurant,Does this restaurant have its own website?,100
3SITXWYCNV9IWYLDCYB1OBG5540XBR,ADVX8TFPFCW30,164,Oliveto Restaurant,Does this restaurant have its own website?,100
3TK8OJTYM1LSW3HSVOSKVAO96XAVPA,ASVEZ50XV0ZZR,46,Oliveto Restaurant,Does this restaurant have its own website?,100
3TR2532VIPUBV2ZTZ3FSMMMYG5EJ68,AEWGY34WUIA32,14,Oliveto Restaurant,Does this restaurant have its own website?,100
3XCC1ODXDLBL381QMH2ZUIPGQNGQR0,A275NH66G89TSS,44,Oliveto Restaurant,Does this restaurant have its own website?,100
326O153BMIY25VSGVPCFVCJYSJXDE1,A35LEE74GHDV9U,12,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
336KAV9KYQSD8QBRY14S6WKAD4F2YY,AM305FJ5GW6SG,28,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
354GIDR5ZB69FLCSB6P5VGXB4TO00J,ADVX8TFPFCW30,35,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
36ZN444YTRY5PXLRHHGMRLTPOQDOIK,A2DE6UIJ87NCAU,17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-100
37ZHEEHM6WMJEOB9FSSXCT55FJ837B,AKA8DP72VWZKR,80,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3A4TN5196KI4KDD4LUPAW9YTZZJHCR,AVIOR20K5ZXQD,28,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3COPXFW7XBCEGSNGWKEDT1DSQZUKP4,A3LI0O659I8GFX,31,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3EKVH9QMEY4AAFG025HETBA9VGC2DT,AY1NK9XSCHOLP,37,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3ERET4BTVM9TO579FVIG7BDDLVNK9K,A2TFI1YWN3UY0,62,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3ERMJ6L4DYSK0AJJLAXC8SEBFAMM77,A2GU2QUQZNSG9U,51,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3ERMJ6L4DYSK0AJJLAXC8SEBFATM7E,A26AK8IVDJQ94M,8,Bette's Oceanview Diner,Does this restaurant serve breakfast?,60
3HL8HNGX451I8JFVEKRJRYL8DZ7F9E,A38430CKSXSBLI,22,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3HWRJOOET5287KBYSF74QB5YTMEES3,A2BC4OBPZASWDY,49,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3IAS3U3I0FGHVIIGO9Q8YLM9SV52BR,A3G84Q92VRSJAR,63,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3IO1LGZLK9XMBL3A8ZI1XWDK0UM68D,A2HPEX0788BPXI,301,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3IOEN3P9S7J40LJP9E9MIMQCMO761K,A2BZJAUH0XPO54,20,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3J2UYBXQQLC4TWY7DV5M4H72HWA06K,A3RO90I4O8I0O2,17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3J4Q2Z4UTY3QB4ICLBC5HHXXI2QQWY,A2QWM6MTB0F6IC,17,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3K4J6M3CXET2R2LVHAB15EW4KWOGAS,A34JILAPTYRH81,10,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-100
3KJYX6QCM9BWASEU0BN0YE2XXY3JVX,AXPRCC7MG94OA,66,Bette's Oceanview Diner,Does this restaurant serve breakfast?,-80
3ND9UOO81K2FK72ZT6490VY38WDWLP,A2W4C2DIF2ZLX6,60,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3NPI0JQDAO5DJBD3QTS5US0O9CUPTO,A11EA6M31BRK78,30,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3NS0A6KXC483SAT3T2R0M7NDTHRZG8,A2P02YLEIVK3SJ,37,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3R0T90IZ1SCQKHIT1O7SB9MSKZ8GCT,A3Q3B9T8H3I3AD,14,Bette's Oceanview Diner,Does this restaurant serve breakfast?,80
3SBEHTYCWN3HJBPTN4PKTCRR20IIYV,A2JMRKQP2WCY20,34,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3TOK3KHVJTI80D4VYQCP0W3GAA8O7V,A275NH66G89TSS,9,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3UOUJI6MTDEXSXUJCPSWT18TUP5UX3,A1G3KH4F058XY0,39,Bette's Oceanview Diner,Does this restaurant serve breakfast?,80
3WAKVUDHUWG3DIOSUCOYZ2V5SWWU7E,A1XLB2UVG3RFG,23,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3XIQGXAUMC8VUMINZHZLJ9U9ME57XB,A38DC3BG1ZCVZ2,25,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
3XLBSAQ9Z4CKZHI20ZN6GUAKUEBZ78,A2LKB11B1PALLY,30,Bette's Oceanview Diner,Does this restaurant serve breakfast?,100
30IQTZXKAK6HCBI3EIEC4UKME080XD,A1VHJTJMAVV0WA,24,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
31JLPPHS2UUQZU38WE9ZNFR058NO3R,AFOPSLYSR83LW,22,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
33C7UALJVLYR4Z2D2T6K20M3SJ2186,A3Q3B9T8H3I3AD,17,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
34S9DKFK73P9XC0KKK2CYKN8OZAYNP,ADVX8TFPFCW30,87,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
3570Y55XZPJ3NKJYXGPH80EBNNQYGJ,A1SGGLWPW4CJBD,29,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
39GAF6DQWR0PFBYQAMHUUE6B3HY1V6,A3F2GS1KMWW6CP,64,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3C8HJ7UOP7U3KKPP45PVZC7AP3XMZX,A2DE6UIJ87NCAU,36,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
3CP1TO84PT1F6217NZZVVZMHIZE52O,A30G5L7YI0SQTW,40,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
3DI28L7YXAE8D0C4FWSKUAIP3M21E7,A2LPGJGZZ97ME4,40,Eureka!,Would a typical meal at this restaurant cost more than $30?,80
3E337GFOL989BLFKQEG6RKG4J3LGNA,A35UHZIVSLVSEN,62,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
3GNA64GUZE4WYL3SPAPWRHKKY5O5QY,A26W6CBOT1FYY9,32,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
3HPZF4IVNMTQ683TVUTYI9TWPVTYC4,A34WGHYYMQWJF0,84,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
3HSYG7LRBJYD51Q0JS95XKRTWPRKK6,A8SP23ECDU4F0,52,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
3JC6VJ2SABJ4B5WB0ESA1H5FUN8A52,A26AK8IVDJQ94M,8,Eureka!,Would a typical meal at this restaurant cost more than $30?,0
3K772S5NP8BJHBXIHLV5MXYWKBRHEF,A276JM9Q4946HH,73,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3KB8R4ZV1E77ACQNNOBX0PGA2E9BGI,A1T6KGWNEUR9XD,34,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
3L0KT67Y8EG6DPSPSGJYXEXEBYLSYY,A28KDT4V7T1IXV,17,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
3MAOD8E57QAKX7AAFOGAF6GZMTANX2,A34JILAPTYRH81,85,Eureka!,Would a typical meal at this restaurant cost more than $30?,-80
3NPFYT4IZC4ENFTOSK3FPM72LHWXGC,A3NKM6RL2KVUB6,451,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
3OS46CRSLFZKMXZNGSTBPAXSBSKV64,A3AE627X3R2JQI,28,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3PDJHANYK5GF4W43B3C7A96J3D8H6Z,A4JQPQM2T881E,23,Eureka!,Would a typical meal at this restaurant cost more than $30?,100
3PS7W85Z8Z2SROXW94W8820948E9TF,A110KENBXU7SUJ,43,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
3PWWM24LHSYYTKK9LX6Y7JW8KPF28N,A2XEAXWY9B2PZ,30,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3PWWM24LHSYYTKK9LX6Y7JW8KPG28O,A10TUKIRWBUPTQ,168,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3QHK8ZVMIMINW44OYF8DDHLIYVNLBQ,AAH8NE0TYF7J6,31,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3QXNC7EIPIVRBF05B28YORY47XB09O,A275NH66G89TSS,49,Eureka!,Would a typical meal at this restaurant cost more than $30?,60
3VELCLL3GKJ0JEC0A7CQCS3PFNEF10,A38XFEVWJDEUTN,26,Eureka!,Would a typical meal at this restaurant cost more than $30?,-60
3Z9WI9EOZZOM3BPSD768KSB148RHK3,ASVEZ50XV0ZZR,41,Eureka!,Would a typical meal at this restaurant cost more than $30?,80
3ZAZR5XV01IQBYDYRGVHWG2YVP2CZE,A2JMRKQP2WCY20,55,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
3ZSANO2JCF70DYBUNQRA8TQY5NPSFV,A2VHPHU19NCCYR,89,Eureka!,Would a typical meal at this restaurant cost more than $30?,-100
30LB5CDZNCA6H6IIF02X1F0XM05Z08,AHPOOKYE7V04D,42,Rivoli,Is this restaurant open until midnight?,-80
31IBVUNM9SZG5QSYHLWFJGA54RHFVL,A138M4A1NILVRB,86,Rivoli,Is this restaurant open until midnight?,-80
324G5B4FB38NXWCCW5AEAV7YC7T70P,A275NH66G89TSS,20,Rivoli,Is this restaurant open until midnight?,-100
32RIADZISS4QFIE539VRHPT7GXLS4C,A26AK8IVDJQ94M,7,Rivoli,Is this restaurant open until midnight?,0
34S6N1K2ZVJXNH7AY7I9ZSOGT8YHL8,AM305FJ5GW6SG,147,Rivoli,Is this restaurant open until midnight?,-100
358010RM5ETX5CJJHF21PNAC8WKXV1,A1G83V2HKV001G,29,Rivoli,Is this restaurant open until midnight?,-100
358UUM7WRZ3BXQWBQITTUR8LLXQ7RL,A2GU2QUQZNSG9U,33,Rivoli,Is this restaurant open until midnight?,-100
35LDD5557A48VPQ344MLCXJXLUTMKK,A1T6KGWNEUR9XD,8,Rivoli,Is this restaurant open until midnight?,-100
35LDD5557A48VPQ344MLCXJXLUUMKL,A28KDT4V7T1IXV,32,Rivoli,Is this restaurant open until midnight?,-100
35USIKEBNRG7ESQEE17KFT3FPPK6N0,A80PZ8RASZZJI,47,Rivoli,Is this restaurant open until midnight?,-100
36WLNQG78ZA9QYUWHTL90MVYPYOBEV,A2XEAXWY9B2PZ,18,Rivoli,Is this restaurant open until midnight?,-100
378XPAWRUCDGNTRQ7YB4QQ9KZ9HAIF,A1ZDUMHAM754IJ,13,Rivoli,Is this restaurant open until midnight?,-100
388U7OUMF71XFFWR5J8KFCYYDJI0RC,A34JILAPTYRH81,31,Rivoli,Is this restaurant open until midnight?,-100
3AZHRG4CU4K5WDBPUT7OXEVI75603C,A3Q3B9T8H3I3AD,14,Rivoli,Is this restaurant open until midnight?,-80
3H8DHMCCW9B5RVKQRBNIT7W3CG0DKS,A3LI0O659I8GFX,11,Rivoli,Is this restaurant open until midnight?,-100
3I0BTBYZAXL6CG8DJE0EN8RVG61Y0G,A2LKB11B1PALLY,33,Rivoli,Is this restaurant open until midnight?,-100
3KJYX6QCM9BWASEU0BN0YE2XXYZVJ5,A3TG5YNIWW3WGP,56,Rivoli,Is this restaurant open until midnight?,-100
3KV0LJBBH2LUIT3YUOVID95BGMHRMC,A1O9KRE3MRHPHP,166,Rivoli,Is this restaurant open until midnight?,100
3MHW492WW0DMB0KF380SE6UE1SQMVW,A3P3RFU5NJXR5V,22,Rivoli,Is this restaurant open until midnight?,-100
3OHYZ19UGC5QJF2T5TO9AN56BIDOAL,A2W4C2DIF2ZLX6,26,Rivoli,Is this restaurant open until midnight?,-80
3OLQQLKKNSPF8HS85LYQYAEBX3YJEP,A6XXSQLTOFBOM,41,Rivoli,Is this restaurant open until midnight?,-100
3PB5A5BD0V6K80NXA7ZHVNUEJOCG7V,A104H3ISRW8A1C,19,Rivoli,Is this restaurant open until midnight?,-100
3QIYRE09Y3HC76PH8VV3KXCYHEYN1D,AEWGY34WUIA32,29,Rivoli,Is this restaurant open until midnight?,-100
3QXNC7EIPIVRBF05B28YORY47X809L,A38DC3BG1ZCVZ2,27,Rivoli,Is this restaurant open until midnight?,-100
3RANCT1ZVFHQFURI7T0E44H1BMOUB1,AW7KP42K7HSF5,37,Rivoli,Is this restaurant open until midnight?,-100
3RKNTXVS3MYMFMSBM990WPZ1URF4AT,A1ELBAVMWP8JSO,21,Rivoli,Is this restaurant open until midnight?,-100
3SB4CE2TJVVDDOGL6KB5T0WZNMKXA1,A3M6098H4L6HQG,32,Rivoli,Is this restaurant open until midnight?,-100
3WLEIWSYHOHRMVL2O104KWP7N84H2G,A1SGGLWPW4CJBD,61,Rivoli,Is this restaurant open until midnight?,-100
3WT783CTPBHUT0AIL2FEAYVV4MHBC8,ADVX8TFPFCW30,260,Rivoli,Is this restaurant open until midnight?,100
3YDTZAI2WXGQLYFBQQG7LO6YQX4410,A33XH3FNYAJ4LE,25,Rivoli,Is this restaurant open until midnight?,-100
3137ONMDKG55HF27XFDN1XMV5BFGEG,A1F991VPHVNIVC,80,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
31HQ4X3T3SAMDQLQ91U836VI2J8LSQ,A380GOWGO4TCAW,39,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
31UV0MXWNQCJHNF9C2KNIFTY7VGI5H,A2GU2QUQZNSG9U,41,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
36U2A8VAG1Z8P6FHN7AW6S64U49KYA,A104H3ISRW8A1C,7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
388U7OUMF71XFFWR5J8KFCYYDJFR00,A30G5L7YI0SQTW,37,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
3C5W7UE9CFQEFPPA3N1A2RRZH33XMF,ASVEZ50XV0ZZR,68,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3DEL4X4EL6LE96EOMQPLWME6QDKYX9,A1AIHLAEJ8FU4J,196,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
3DH6GAKTYYP3E1E3N8D6T7UHYDGZY5,A195YJT3JA90O9,72,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
3DL65MZB8DFS03M2VTH4B61G7JREC8,A26AK8IVDJQ94M,11,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3ERET4BTVM9TO579FVIG7BDDLVC9KY,A31LPSIQ9A7RWV,45,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3FPRZHYEPY7LPEC5XQVDI7L811J3V7,A3Q3B9T8H3I3AD,5,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
3G5W44VEU7I83FUHT1OQZSZ0P8BGK0,A2QWM6MTB0F6IC,26,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
3GS6S824SQX5875K5JKODN2SDR5NWA,AAAG7IZP1V712,17,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
3GU1KF0O4I1DNPJMQ71KUYU235WPB0,A3M6098H4L6HQG,28,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3I2PTA7R3TUZG4OVWXT2T632VVIKQX,A3DA88CF3S68OM,7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
3I7DHKZYGN0Z7WDJBUE2FIG6R3O5FD,A34JILAPTYRH81,7,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
3JMSRU9HQIUOZCS2MAC91YP5SQ7VEO,A1T6KGWNEUR9XD,78,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-60
3KOPY89HM82CYJCBG1HUFJAE6EDJ33,A1O2D67U4IBFS7,69,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,80
3LPW2N6LKT2OQEA96J911IH91QWU5U,A26W6CBOT1FYY9,29,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3NPI0JQDAO5DJBD3QTS5US0O9CKTPI,A3BP890CXV4UMN,65,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3OE22WJIGIODJ0T7QBX4ZTC0XMOUQC,A2P02YLEIVK3SJ,10,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3P1L2B7AD1P7FYTX2KDZJ1LH5UBLOZ,A2LPGJGZZ97ME4,58,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
3QY5DC2MXRKGSB3YCVMANU8MQKGUFJ,AKDD397X4D2YQ,60,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3R3YRB5GRF3LWKMQ1F0I9TXVT43AUM,A3F82HVRIPI02N,88,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-80
3RJSC4XJ10U8ASYT8CVHCBT2L1Z054,AQOYZ1NB7R5UY,46,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,60
3RXCAC0YIRPO8ESGKCRN9NQ9U8L8GD,AZE084MMZVEYT,38,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3TOK3KHVJTI80D4VYQCP0W3GAA5O7S,A3LI0O659I8GFX,26,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3WAKVUDHUWG3DIOSUCOYZ2V5SWX7US,A1MRK1A6YIBUNN,121,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
3XIQGXAUMC8VUMINZHZLJ9U9ME97XF,A17LSINELZPCMD,101,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,-100
3YW4XOSQKQLP2W9Q5W7PYS4SPAT1UL,A25GWTC059MIL4,67,Zachary's Chicago Pizza,Does this restaurant have more than 20 items on its menu?,100
34J10VATJFY8A9Y7WU8QGQOP3R0QIZ,A2T52J2SNWINZP,35,Eureka!,Does this restaurant have more than 20 items on its menu?,100
34J10VATJFY8A9Y7WU8QGQOP3RWIQN,A2DE6UIJ87NCAU,22,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3BWI6RSP7G9MOMR64C9TVK92681E7G,A34JILAPTYRH81,6,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3C44YUNSI1P62MH643SQPOI26Q6DPT,A1T6KGWNEUR9XD,77,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3DYGAII7PL80RVLB9PYAPNP1P5YQPE,A2HPEX0788BPXI,295,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3EFE17QCRC5KRU20IGFABE2BL26SHX,A26AK8IVDJQ94M,9,Eureka!,Does this restaurant have more than 20 items on its menu?,0
3FIJLY1B6U4306V2V9NGDOLNI3FPF9,A38DC3BG1ZCVZ2,67,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3GS6S824SQX5875K5JKODN2SDR8NWD,ASK5QHA1E6XNM,45,Eureka!,Does this restaurant have more than 20 items on its menu?,80
3HMVI3QICJS6J5TVFX4E1DA5LY11YG,A2BZJAUH0XPO54,6,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3JAOYWH7VI448BPR0VUHMBQSAVQL9M,A2UDSTAFD1DW3I,7,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3K3R2QNK8B37R1CL99MIDYMBNMDU9J,A10DEO061A6L3O,86,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3L4D84MILZSRSRJAVM6WJDBOPJUHJ7,A9LKTG8824VHF,193,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3MAOD8E57QAKX7AAFOGAF6GZMTGNX8,AEWGY34WUIA32,41,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3MB8LZR5BFTOP78I4SL6CK48LP4KLH,A1NZ2JBACGMTMK,47,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3ND9UOO81K2FK72ZT6490VY38WBLWC,A1566PXUS5NDCA,83,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3NKQQ8O39Y5JURP2LPRKZU51E7RUDZ,A3F7TD3W9043EO,20,Eureka!,Does this restaurant have more than 20 items on its menu?,80
3OS46CRSLFZKMXZNGSTBPAXSBSG6VB,AAH8NE0TYF7J6,39,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3OUYGIZWR7YC32GCSR4VAHYJC1S0PI,A30G5L7YI0SQTW,47,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3OVHNO1VE610GQJCRCQSGMKGGPCDZD,A3NKM6RL2KVUB6,173,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3P59JYT76LKHR4CXOVHTYFSVY20T23,A275NH66G89TSS,79,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3PDJHANYK5GF4W43B3C7A96J3D3H6U,A18MC27WTCEBA2,53,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3PM8NZGV8YG504N2VG8RJ0B4R44QXZ,A104H3ISRW8A1C,23,Eureka!,Does this restaurant have more than 20 items on its menu?,60
3PXX5PX6LXY60LDK1OJN43574JUAB3,A20V4D90X56RQ3,103,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3TE3O8573084BPZ5K6CYY0RDAH3R2O,AIJVOVZVE7Z5U,76,Eureka!,Does this restaurant have more than 20 items on its menu?,80
3TEM0PF1Q5X3E5DMNID0ANHUYISD0K,A2P02YLEIVK3SJ,16,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3TOK3KHVJTI80D4VYQCP0W3GAA6O7T,AQXSUU4I4DAH8,19,Eureka!,Does this restaurant have more than 20 items on its menu?,80
3UXUOQ9OKEXJY9AUO777Z1JBLT5A7J,A1O2D67U4IBFS7,62,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3X3OR7WPZZ04U66HV3O3MFVHQP7L8W,A6U5ZHN5Y953Q,85,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3YGXWBAF70HA81P96N5R2KPPUUTC4W,A3Q3B9T8H3I3AD,31,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3YJ6NA41JBGJ58HYEZE1SMDFBA0JPA,A3LI0O659I8GFX,35,Eureka!,Does this restaurant have more than 20 items on its menu?,100
3300DTYQT2HWU4WL0BIZVBQXBYTEQE,A2LPGJGZZ97ME4,125,Urbann Turbann,Does this restaurant have a parking lot?,-60
34J10VATJFY8A9Y7WU8QGQOP3RZQIY,A38XFEVWJDEUTN,18,Urbann Turbann,Does this restaurant have a parking lot?,-80
3570Y55XZPJ3NKJYXGPH80EBNNMYGF,A8SP23ECDU4F0,22,Urbann Turbann,Does this restaurant have a parking lot?,-60
37C0GNLMHF3YSGZ1P7THJORLBL9D6G,A3BP890CXV4UMN,52,Urbann Turbann,Does this restaurant have a parking lot?,-80
37M28K1J0QDCI4BWPGW42ROKCOXJAR,A38DC3BG1ZCVZ2,86,Urbann Turbann,Does this restaurant have a parking lot?,-80
37TD41K0AH9TAMRKWO190N5V8AZCS6,AEWGY34WUIA32,20,Urbann Turbann,Does this restaurant have a parking lot?,-100
38F5OAUN5NCY8WI8UDHZGN6FYOSH7Y,A3P3RFU5NJXR5V,10,Urbann Turbann,Does this restaurant have a parking lot?,-60
39DD6S19JPB58WXCN71CM421G1BEZ5,AAH8NE0TYF7J6,37,Urbann Turbann,Does this restaurant have a parking lot?,-100
3A1COHJ8NJV28ANR4I95UN2A98YH8L,A2HPEX0788BPXI,180,Urbann Turbann,Does this restaurant have a parking lot?,-80
3CPLWGV3MOZUWBSCC8AWZ3UHFQL9N7,A2XEAXWY9B2PZ,57,Urbann Turbann,Does this restaurant have a parking lot?,100
3E7TUJ2EGCMLAZ1ZNEWT3YIN1MM9DS,A343LH2DRL54WG,175,Urbann Turbann,Does this restaurant have a parking lot?,80
3GGAI1SQEVYQCREFCR5NOE6PGLGCMT,A2Q0G312LESWK7,55,Urbann Turbann,Does this restaurant have a parking lot?,60
3L2IS5HSFAISG3GFAJ5NVZHVSBVUNJ,AY1NK9XSCHOLP,33,Urbann Turbann,Does this restaurant have a parking lot?,-100
3LO69W1SU3DJNLCZE10RESCFE8LLGD,A2WRCFDQP56P00,31,Urbann Turbann,Does this restaurant have a parking lot?,-60
3OCHAWUVGOKJP1P7IBOUNEZVSYAXKC,A2LKB11B1PALLY,55,Urbann Turbann,Does this restaurant have a parking lot?,80
